model_key,model,protocol,protocol_name,direction,row_type,genre,is_seen,n,mrr,recall_at_1,recall_at_5,recall_at_10,mean_rank
genre,Genre-based Head,B,label,V2A,genre,Electronic music,1,367,0.6493696358625834,0.547683923705722,0.776566757493188,0.8419618528610354,12.790190735694823
genre,Genre-based Head,B,label,V2A,genre,Funk,1,367,0.2343235543477659,0.10899182561307902,0.34332425068119893,0.5177111716621253,21.651226158038146
genre,Genre-based Head,B,label,V2A,genre,Hip hop music,0,367,0.3437742130229817,0.17166212534059946,0.5449591280653951,0.7411444141689373,11.53133514986376
genre,Genre-based Head,B,label,V2A,genre,Jazz,1,367,0.24634846020502543,0.07629427792915532,0.4359673024523161,0.6920980926430518,11.912806539509537
genre,Genre-based Head,B,label,V2A,genre,Pop music,1,367,0.5489875052546956,0.444141689373297,0.6839237057220708,0.7656675749318801,10.869209809264305
genre,Genre-based Head,B,label,V2A,genre,Reggae,1,366,0.5004989080076783,0.40437158469945356,0.6038251366120219,0.674863387978142,19.434426229508198
genre,Genre-based Head,B,label,V2A,genre,Rock music,1,367,0.48646686469836325,0.3787465940054496,0.6130790190735694,0.7057220708446866,23.55858310626703
genre,Genre-based Head,B,label,V2A,seen_mean,,,,0.42793828312390547,0.30416674643234703,0.5669925360594051,0.6978103788976169,15.928545903553722
genre,Genre-based Head,B,label,V2A,unseen_mean,,,,0.5260405447657515,0.39674314954611556,0.6902120774457399,0.797404743824541,11.22193683834368
genre,Genre-based Head,B,label,V2A,overall_mean,,,,0.4573689616164593,0.3319396673664776,0.6039583984753056,0.7276886883756941,14.516563183990709
genre,Genre-based Head,B,label,A2V,genre,Blues,1,367,0.3745581360494349,0.2506811989100817,0.5013623978201635,0.6130790190735694,16.667574931880107
genre,Genre-based Head,B,label,A2V,genre,Classical music,0,366,0.3138208178446218,0.10382513661202186,0.6120218579234973,0.7486338797814208,16.702185792349727
genre,Genre-based Head,B,label,A2V,genre,Country,0,367,0.3051934523042735,0.14713896457765668,0.5122615803814714,0.6321525885558583,23.86376021798365
genre,Genre-based Head,B,label,A2V,genre,Electronic music,1,367,0.554944793124616,0.44686648501362397,0.6811989100817438,0.7547683923705722,18.482288828337875
genre,Genre-based Head,B,label,A2V,genre,Funk,1,367,0.21564534797875848,0.1008174386920981,0.2779291553133515,0.49318801089918257,18.708446866485012
genre,Genre-based Head,B,label,A2V,genre,Hip hop music,0,367,0.31459706842666035,0.1553133514986376,0.4713896457765668,0.7057220708446866,17.94550408719346
genre,Genre-based Head,B,label,A2V,genre,Jazz,1,367,0.393135854818816,0.2888283378746594,0.47411444141689374,0.6321525885558583,14.029972752043596
genre,Genre-based Head,B,label,A2V,genre,Pop music,1,367,0.2933719702164528,0.1989100817438692,0.37329700272479566,0.45231607629427795,31.697547683923705
genre,Genre-based Head,B,label,A2V,genre,Reggae,1,366,0.6535652779137597,0.5163934426229508,0.8087431693989071,0.860655737704918,11.650273224043715
genre,Genre-based Head,B,label,A2V,genre,Rock music,1,367,0.5944202968461944,0.4822888283378747,0.7411444141689373,0.7983651226158038,11.163487738419619
genre,Genre-based Head,B,label,A2V,seen_mean,,,,0.43994881099257604,0.32639797331359394,0.5511127844178275,0.6577892782163118,17.485656003590517
genre,Genre-based Head,B,label,A2V,unseen_mean,,,,0.31120377952518524,0.13542581756277206,0.5318910280271785,0.6955028463939886,19.503816699175612
genre,Genre-based Head,B,label,A2V,overall_mean,,,,0.40132530155235885,0.26910632658834743,0.5453462575006328,0.669103348669615,18.091104212266046
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Blues,1,367,0.03084041919907332,0.005449591280653951,0.0326975476839237,0.07629427792915532,589.6267029972752
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Classical music,0,366,0.07486443045777547,0.01912568306010929,0.1092896174863388,0.16120218579234974,354.45628415300547
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Country,0,367,0.05225704302034159,0.01634877384196185,0.07901907356948229,0.11171662125340599,508.35967302452315
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Electronic music,1,367,0.028446120093537593,0.010899182561307902,0.0326975476839237,0.05449591280653951,702.3978201634877
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Funk,1,367,0.017754989041281016,0.005449591280653951,0.01907356948228883,0.02997275204359673,770.9373297002725
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Hip hop music,0,367,0.019282463099851144,0.005449591280653951,0.01907356948228883,0.035422343324250684,687.9591280653951
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Jazz,1,367,0.06397494772008322,0.027247956403269755,0.08719346049046321,0.1335149863760218,464.2615803814714
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Pop music,1,367,0.03275074501545441,0.005449591280653951,0.051771117166212535,0.07629427792915532,633.5367847411444
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Reggae,1,366,0.025806940802161858,0.01366120218579235,0.02459016393442623,0.03825136612021858,707.8989071038251
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,genre,Rock music,1,367,0.040264489020622074,0.01634877384196185,0.051771117166212535,0.08174386920980926,537.534059945504
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,seen_mean,,,,0.03426266441317336,0.01207226983347053,0.04282778908677868,0.07008106320207093,629.4561692904257
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,unseen_mean,,,,0.04880131219265607,0.013641349394241697,0.06912742017936997,0.1027803834566688,516.9250284143079
audio_encoder_pair,Audio-Encoder Pair,A,pair,V2A,overall_mean,,,,0.03862425874701817,0.01254299370170188,0.050717678414556065,0.07989085927845029,595.6968270275904
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Blues,1,367,0.04047633380533388,0.01634877384196185,0.051771117166212535,0.08174386920980926,615.8555858310626
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Classical music,0,366,0.07666996374191719,0.0273224043715847,0.09016393442622951,0.16666666666666666,340.7021857923497
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Country,0,367,0.0639943662552788,0.035422343324250684,0.0653950953678474,0.10899182561307902,522.716621253406
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Electronic music,1,367,0.025597772688421876,0.005449591280653951,0.02997275204359673,0.06267029972752043,669.1961852861035
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Funk,1,367,0.016047460070692052,0.005449591280653951,0.013623978201634877,0.02452316076294278,772.3841961852861
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Hip hop music,0,367,0.015387882404851075,0.0027247956403269754,0.010899182561307902,0.02452316076294278,684.0354223433243
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Jazz,1,367,0.052174732255072145,0.01634877384196185,0.07356948228882834,0.10626702997275204,463.6021798365123
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Pop music,1,367,0.030305568187641165,0.010899182561307902,0.03814713896457766,0.05994550408719346,636.566757493188
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Reggae,1,366,0.01861337821668922,0.00546448087431694,0.02185792349726776,0.0273224043715847,722.9153005464481
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,genre,Rock music,1,367,0.03559053487737744,0.010899182561307902,0.043596730245231606,0.0653950953678474,550.9346049046321
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,seen_mean,,,,0.03125796858588968,0.01012279660602348,0.03893416034390707,0.06112390907137858,633.0649728690332
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,unseen_mean,,,,0.05201740413401568,0.021823181112054117,0.05548607078512827,0.1000605510142295,515.8180764630266
audio_encoder_pair,Audio-Encoder Pair,A,pair,A2V,overall_mean,,,,0.03748579925032748,0.013632911957832672,0.043899733476273434,0.07280490165423385,597.8909039472312
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Blues,1,367,0.38964776977721294,0.2098092643051771,0.6103542234332425,0.779291553133515,8.66757493188011
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Classical music,0,366,0.7536106650571842,0.6584699453551912,0.8797814207650273,0.9043715846994536,8.21584699453552
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Country,0,367,0.4494943467250221,0.2615803814713896,0.7057220708446866,0.8256130790190735,7.776566757493188
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Electronic music,1,367,0.47853320119930065,0.28337874659400547,0.7602179836512262,0.8610354223433242,6.629427792915531
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Funk,1,367,0.3385438645739788,0.17438692098092642,0.5122615803814714,0.7166212534059946,10.201634877384196
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Hip hop music,0,367,0.5283718803479502,0.3542234332425068,0.779291553133515,0.8610354223433242,5.435967302452316
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Jazz,1,367,0.4493893634279465,0.29427792915531337,0.6239782016348774,0.771117166212534,7.237057220708447
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Pop music,1,367,0.44674568868420694,0.2779291553133515,0.6457765667574932,0.8446866485013624,6.1880108991825615
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Reggae,1,366,0.5123187606352712,0.36885245901639346,0.680327868852459,0.7923497267759563,9.117486338797814
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,genre,Rock music,1,367,0.5022139094859261,0.329700272479564,0.7002724795640327,0.8174386920980926,10.1716621253406
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,seen_mean,,,,0.4453417939691204,0.2769049639778188,0.6475984148964004,0.7975057803529684,8.316122026601322
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,unseen_mean,,,,0.5771589640433855,0.4247579200230292,0.7882650149144096,0.8636733620206171,7.142793684827008
audio_encoder_pair,Audio-Encoder Pair,B,label,V2A,overall_mean,,,,0.4848869449913999,0.3212608507913819,0.6897983949018032,0.8173560548532631,7.964123524069028
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Blues,1,367,0.3754209106114784,0.2016348773841962,0.6021798365122616,0.7465940054495913,10.021798365122615
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Classical music,0,366,0.7235842251048559,0.6229508196721312,0.855191256830601,0.9016393442622951,8.060109289617486
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Country,0,367,0.5369255519864338,0.39509536784741145,0.6920980926430518,0.8201634877384196,8.201634877384196
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Electronic music,1,367,0.5351686099155014,0.38419618528610355,0.7084468664850136,0.8174386920980926,12.634877384196185
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Funk,1,367,0.3436815955922849,0.19346049046321526,0.49318801089918257,0.7111716621253406,9.746594005449591
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Hip hop music,0,367,0.4627100893893112,0.26975476839237056,0.7247956403269755,0.8147138964577657,13.264305177111716
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Jazz,1,367,0.41854661516381214,0.26430517711171664,0.5967302452316077,0.7438692098092643,9.40599455040872
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Pop music,1,367,0.3982362127108008,0.2561307901907357,0.55858310626703,0.7057220708446866,12.193460490463215
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Reggae,1,366,0.46212463328979225,0.3224043715846995,0.6147540983606558,0.7759562841530054,10.90983606557377
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,genre,Rock music,1,367,0.5456661211414047,0.3787465940054496,0.7574931880108992,0.8474114441416893,7.32425068119891
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,seen_mean,,,,0.43983495691786784,0.2858397837180166,0.6187679073952357,0.7640233383745242,10.319544506059001
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,unseen_mean,,,,0.5744066221602003,0.429266985303971,0.7573616632668762,0.8455055761528268,9.842016448037798
audio_encoder_pair,Audio-Encoder Pair,B,label,A2V,overall_mean,,,,0.4802064564905676,0.328867944193803,0.6603460341567279,0.788468009708015,10.17628608865264
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Blues,1,367,0.014258472115040619,0.005449591280653951,0.01634877384196185,0.027247956403269755,920.4305177111717
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Classical music,0,366,0.015696936845195957,0.00273224043715847,0.02185792349726776,0.0273224043715847,702.879781420765
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Country,0,367,0.009311139708448875,0.0027247956403269754,0.005449591280653951,0.008174386920980926,911.7465940054495
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Electronic music,1,367,0.009248618617360267,0.0,0.005449591280653951,0.013623978201634877,744.1634877384196
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Funk,1,367,0.005920402498714524,0.0,0.0027247956403269754,0.013623978201634877,1125.6239782016348
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Hip hop music,0,367,0.010727457582289986,0.005449591280653951,0.008174386920980926,0.013623978201634877,1018.1280653950954
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Jazz,1,367,0.012587487734174611,0.0,0.010899182561307902,0.0326975476839237,857.866485013624
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Pop music,1,367,0.012136795144780376,0.0027247956403269754,0.013623978201634877,0.01907356948228883,967.574931880109
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Reggae,1,366,0.0101020154751666,0.0,0.01366120218579235,0.02185792349726776,957.2158469945355
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,genre,Rock music,1,367,0.01768726830301633,0.0027247956403269754,0.021798365122615803,0.03814713896457766,807.158038147139
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,seen_mean,,,,0.011705865698321905,0.001557026080186843,0.012072269833470529,0.023753156062085355,911.433326526662
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,unseen_mean,,,,0.011911844711978273,0.0036355424527131316,0.01182730056630088,0.01637358983140017,877.5848136071032
audio_encoder_genre,Audio-Encoder Genre,A,pair,V2A,overall_mean,,,,0.011767659402418815,0.00218058099194473,0.011998779053319633,0.0215392861928798,901.2787726507944
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Blues,1,367,0.006286913307197524,0.0,0.008174386920980926,0.008174386920980926,962.5367847411444
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Classical music,0,366,0.012873486715751451,0.0,0.01639344262295082,0.02185792349726776,634.9071038251366
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Country,0,367,0.009027990042499824,0.0027247956403269754,0.005449591280653951,0.008174386920980926,895.692098092643
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Electronic music,1,367,0.007438715761884905,0.0,0.0027247956403269754,0.010899182561307902,886.6730245231607
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Funk,1,367,0.006104474958816561,0.0,0.008174386920980926,0.010899182561307902,1026.6130790190737
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Hip hop music,0,367,0.0036644918707173825,0.0,0.0027247956403269754,0.0027247956403269754,973.4741144414169
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Jazz,1,367,0.0163234424637785,0.005449591280653951,0.013623978201634877,0.027247956403269755,816.716621253406
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Pop music,1,367,0.009551348079178403,0.0,0.013623978201634877,0.02452316076294278,979.1798365122615
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Reggae,1,366,0.012817656886470555,0.00273224043715847,0.00819672131147541,0.01639344262295082,925.8633879781421
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,genre,Rock music,1,367,0.007694556983329905,0.0,0.0027247956403269754,0.010899182561307902,920.3024523160763
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,seen_mean,,,,0.009459586920093762,0.0011688331025446316,0.008177577548194424,0.015576642056295427,931.1264551918949
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,unseen_mean,,,,0.008521989542989553,0.0009082652134423251,0.008189276514643915,0.010919035352858554,834.6911054530656
audio_encoder_genre,Audio-Encoder Genre,A,pair,A2V,overall_mean,,,,0.009178307706962499,0.0010906627358139398,0.008181087238129272,0.014179360045264367,902.1958502702462
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Blues,1,367,0.3732357646382929,0.1880108991825613,0.5994550408719346,0.6784741144414169,14.596730245231608
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Classical music,0,366,0.6357355452808457,0.5,0.8114754098360656,0.8688524590163934,12.412568306010929
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Country,0,367,0.3799754050212159,0.21798365122615804,0.6076294277929155,0.7247956403269755,13.689373297002724
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Electronic music,1,367,0.6858386626517018,0.5504087193460491,0.8692098092643051,0.896457765667575,9.095367847411444
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Funk,1,367,0.26792075819696454,0.1307901907356948,0.3896457765667575,0.5286103542234333,20.182561307901906
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Hip hop music,0,367,0.30441841648700085,0.15258855585831063,0.4822888283378747,0.6457765667574932,14.217983651226158
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Jazz,1,367,0.28142759072948514,0.11716621253405994,0.4822888283378747,0.6648501362397821,12.4141689373297
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Pop music,1,367,0.4558107280978612,0.29427792915531337,0.6294277929155313,0.7247956403269755,16.17983651226158
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Reggae,1,366,0.5677556995026796,0.453551912568306,0.6939890710382514,0.7377049180327869,20.0
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,genre,Rock music,1,367,0.643476195527323,0.5367847411444142,0.779291553133515,0.8256130790190735,12.795640326975477
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,seen_mean,,,,0.4679236284777583,0.324427229238057,0.6347582674468814,0.7223580011358633,15.037757882444529
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,unseen_mean,,,,0.4400431222630208,0.2901907356948229,0.6337978886556187,0.7464748887002873,13.439975084746605
audio_encoder_genre,Audio-Encoder Genre,B,label,V2A,overall_mean,,,,0.459559476613337,0.31415628117508676,0.6344701538095024,0.7295930674051905,14.55842304313515
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Blues,1,367,0.286961152602006,0.17166212534059946,0.4032697547683924,0.4986376021798365,29.13351498637602
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Classical music,0,366,0.427324333197674,0.16939890710382513,0.8306010928961749,0.907103825136612,8.12568306010929
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Country,0,367,0.29545984370377515,0.1444141689373297,0.4659400544959128,0.6321525885558583,24.28882833787466
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Electronic music,1,367,0.46535021594195464,0.23160762942779292,0.7220708446866485,0.7547683923705722,32.9700272479564
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Funk,1,367,0.3755767722558136,0.2615803814713896,0.5040871934604905,0.6403269754768393,17.438692098092645
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Hip hop music,0,367,0.30350792200515986,0.1880108991825613,0.4032697547683924,0.5395095367847411,31.33514986376022
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Jazz,1,367,0.555809065798942,0.4822888283378747,0.6158038147138964,0.7029972752043597,13.632152588555858
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Pop music,1,367,0.2645675980660288,0.16076294277929154,0.37057220708446864,0.4550408719346049,41.58038147138964
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Reggae,1,366,0.6379024346149115,0.5546448087431693,0.7240437158469946,0.7622950819672131,19.24863387978142
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,genre,Rock music,1,367,0.5770698197278287,0.4904632152588556,0.6648501362397821,0.7547683923705722,15.168937329700272
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,seen_mean,,,,0.45189100842964075,0.3361442759084248,0.5720996666858105,0.6526906559291425,24.167477085978895
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,unseen_mean,,,,0.34209736630220294,0.16727465840790537,0.5666036340534933,0.6929219834924037,21.249887087248055
audio_encoder_genre,Audio-Encoder Genre,B,label,A2V,overall_mean,,,,0.41895291579140936,0.285483390658269,0.5704508568961153,0.6647600541981208,23.292200086359642
