model_key,model,direction,true_genre,nearest_other_genre,count,row_percent,both_in_cluster
pair,E1,A2V,Electronic music,Country,10,2.7247956403269753,0
pair,E1,A2V,Electronic music,Funk,151,41.14441416893733,1
pair,E1,A2V,Electronic music,Hip hop music,52,14.168937329700272,1
pair,E1,A2V,Electronic music,Jazz,15,4.087193460490464,0
pair,E1,A2V,Electronic music,Pop music,34,9.264305177111716,1
pair,E1,A2V,Electronic music,Reggae,33,8.991825613079019,1
pair,E1,A2V,Electronic music,Rock music,51,13.896457765667575,0
pair,E1,A2V,Funk,Blues,15,4.087193460490464,0
pair,E1,A2V,Funk,Classical music,3,0.8174386920980926,0
pair,E1,A2V,Funk,Country,14,3.8147138964577656,0
pair,E1,A2V,Funk,Electronic music,85,23.160762942779293,1
pair,E1,A2V,Funk,Hip hop music,46,12.534059945504087,1
pair,E1,A2V,Funk,Jazz,22,5.994550408719346,0
pair,E1,A2V,Funk,Pop music,35,9.536784741144414,1
pair,E1,A2V,Funk,Reggae,114,31.06267029972752,1
pair,E1,A2V,Funk,Rock music,33,8.991825613079019,0
pair,E1,A2V,Hip hop music,Blues,2,0.5449591280653951,0
pair,E1,A2V,Hip hop music,Classical music,2,0.5449591280653951,0
pair,E1,A2V,Hip hop music,Country,4,1.0899182561307903,0
pair,E1,A2V,Hip hop music,Electronic music,69,18.80108991825613,1
pair,E1,A2V,Hip hop music,Funk,69,18.80108991825613,1
pair,E1,A2V,Hip hop music,Jazz,5,1.3623978201634876,0
pair,E1,A2V,Hip hop music,Pop music,29,7.901907356948229,1
pair,E1,A2V,Hip hop music,Reggae,168,45.776566757493185,1
pair,E1,A2V,Hip hop music,Rock music,19,5.177111716621253,0
pair,E1,A2V,Jazz,Blues,68,18.52861035422343,0
pair,E1,A2V,Jazz,Classical music,78,21.25340599455041,0
pair,E1,A2V,Jazz,Country,61,16.62125340599455,0
pair,E1,A2V,Jazz,Electronic music,32,8.719346049046322,0
pair,E1,A2V,Jazz,Funk,31,8.446866485013624,0
pair,E1,A2V,Jazz,Hip hop music,14,3.8147138964577656,0
pair,E1,A2V,Jazz,Pop music,15,4.087193460490464,0
pair,E1,A2V,Jazz,Reggae,32,8.719346049046322,0
pair,E1,A2V,Jazz,Rock music,36,9.809264305177111,0
pair,E1,A2V,Pop music,Blues,5,1.3623978201634876,0
pair,E1,A2V,Pop music,Classical music,9,2.4523160762942777,0
pair,E1,A2V,Pop music,Country,28,7.629427792915531,0
pair,E1,A2V,Pop music,Electronic music,58,15.803814713896458,1
pair,E1,A2V,Pop music,Funk,79,21.525885558583106,1
pair,E1,A2V,Pop music,Hip hop music,53,14.44141689373297,1
pair,E1,A2V,Pop music,Jazz,17,4.632152588555858,0
pair,E1,A2V,Pop music,Reggae,51,13.896457765667575,1
pair,E1,A2V,Pop music,Rock music,67,18.256130790190735,0
pair,E1,A2V,Reggae,Blues,6,1.639344262295082,0
pair,E1,A2V,Reggae,Classical music,2,0.546448087431694,0
pair,E1,A2V,Reggae,Country,11,3.0054644808743167,0
pair,E1,A2V,Reggae,Electronic music,37,10.109289617486338,1
pair,E1,A2V,Reggae,Funk,135,36.885245901639344,1
pair,E1,A2V,Reggae,Hip hop music,127,34.69945355191257,1
pair,E1,A2V,Reggae,Jazz,16,4.371584699453552,0
pair,E1,A2V,Reggae,Pop music,22,6.0109289617486334,1
pair,E1,A2V,Reggae,Rock music,10,2.73224043715847,0
pair,E1,A2V,Rock music,Blues,85,23.160762942779293,0
pair,E1,A2V,Rock music,Classical music,8,2.1798365122615806,0
pair,E1,A2V,Rock music,Country,32,8.719346049046322,0
pair,E1,A2V,Rock music,Electronic music,66,17.983651226158038,0
pair,E1,A2V,Rock music,Funk,57,15.53133514986376,0
pair,E1,A2V,Rock music,Hip hop music,6,1.6348773841961852,0
pair,E1,A2V,Rock music,Jazz,33,8.991825613079019,0
pair,E1,A2V,Rock music,Pop music,69,18.80108991825613,0
pair,E1,A2V,Rock music,Reggae,11,2.997275204359673,0
genre,E2,A2V,Blues,Classical music,36,9.809264305177111,0
genre,E2,A2V,Blues,Country,108,29.427792915531334,0
genre,E2,A2V,Blues,Electronic music,34,9.264305177111716,0
genre,E2,A2V,Blues,Funk,3,0.8174386920980926,0
genre,E2,A2V,Blues,Hip hop music,15,4.087193460490464,0
genre,E2,A2V,Blues,Jazz,37,10.08174386920981,0
genre,E2,A2V,Blues,Pop music,12,3.2697547683923704,0
genre,E2,A2V,Blues,Reggae,47,12.806539509536785,0
genre,E2,A2V,Blues,Rock music,75,20.435967302452315,0
genre,E2,A2V,Classical music,Blues,2,0.546448087431694,0
genre,E2,A2V,Classical music,Country,73,19.94535519125683,0
genre,E2,A2V,Classical music,Electronic music,26,7.103825136612022,0
genre,E2,A2V,Classical music,Funk,0,0.0,0
genre,E2,A2V,Classical music,Hip hop music,0,0.0,0
genre,E2,A2V,Classical music,Jazz,254,69.39890710382514,0
genre,E2,A2V,Classical music,Pop music,1,0.273224043715847,0
genre,E2,A2V,Classical music,Reggae,5,1.366120218579235,0
genre,E2,A2V,Classical music,Rock music,5,1.366120218579235,0
genre,E2,A2V,Country,Blues,136,37.05722070844686,0
genre,E2,A2V,Country,Classical music,69,18.80108991825613,0
genre,E2,A2V,Country,Electronic music,21,5.722070844686648,0
genre,E2,A2V,Country,Funk,1,0.2724795640326976,0
genre,E2,A2V,Country,Hip hop music,4,1.0899182561307903,0
genre,E2,A2V,Country,Jazz,36,9.809264305177111,0
genre,E2,A2V,Country,Pop music,22,5.994550408719346,0
genre,E2,A2V,Country,Reggae,28,7.629427792915531,0
genre,E2,A2V,Country,Rock music,50,13.623978201634877,0
genre,E2,A2V,Electronic music,Blues,0,0.0,0
genre,E2,A2V,Electronic music,Classical music,24,6.539509536784741,0
genre,E2,A2V,Electronic music,Country,16,4.359673024523161,0
genre,E2,A2V,Electronic music,Funk,37,10.08174386920981,1
genre,E2,A2V,Electronic music,Hip hop music,171,46.59400544959128,1
genre,E2,A2V,Electronic music,Jazz,13,3.542234332425068,0
genre,E2,A2V,Electronic music,Pop music,16,4.359673024523161,1
genre,E2,A2V,Electronic music,Reggae,52,14.168937329700272,1
genre,E2,A2V,Electronic music,Rock music,38,10.354223433242506,0
genre,E2,A2V,Funk,Blues,2,0.5449591280653951,0
genre,E2,A2V,Funk,Classical music,6,1.6348773841961852,0
genre,E2,A2V,Funk,Country,20,5.449591280653951,0
genre,E2,A2V,Funk,Electronic music,73,19.891008174386922,1
genre,E2,A2V,Funk,Hip hop music,71,19.346049046321525,1
genre,E2,A2V,Funk,Jazz,18,4.9046321525885554,0
genre,E2,A2V,Funk,Pop music,19,5.177111716621253,1
genre,E2,A2V,Funk,Reggae,119,32.42506811989101,1
genre,E2,A2V,Funk,Rock music,39,10.626702997275205,0
genre,E2,A2V,Hip hop music,Blues,0,0.0,0
genre,E2,A2V,Hip hop music,Classical music,3,0.8174386920980926,0
genre,E2,A2V,Hip hop music,Country,6,1.6348773841961852,0
genre,E2,A2V,Hip hop music,Electronic music,90,24.52316076294278,1
genre,E2,A2V,Hip hop music,Funk,1,0.2724795640326976,1
genre,E2,A2V,Hip hop music,Jazz,8,2.1798365122615806,0
genre,E2,A2V,Hip hop music,Pop music,8,2.1798365122615806,1
genre,E2,A2V,Hip hop music,Reggae,241,65.66757493188011,1
genre,E2,A2V,Hip hop music,Rock music,10,2.7247956403269753,0
genre,E2,A2V,Jazz,Blues,52,14.168937329700272,0
genre,E2,A2V,Jazz,Classical music,88,23.978201634877383,0
genre,E2,A2V,Jazz,Country,73,19.891008174386922,0
genre,E2,A2V,Jazz,Electronic music,47,12.806539509536785,0
genre,E2,A2V,Jazz,Funk,3,0.8174386920980926,0
genre,E2,A2V,Jazz,Hip hop music,19,5.177111716621253,0
genre,E2,A2V,Jazz,Pop music,5,1.3623978201634876,0
genre,E2,A2V,Jazz,Reggae,40,10.899182561307901,0
genre,E2,A2V,Jazz,Rock music,40,10.899182561307901,0
genre,E2,A2V,Pop music,Blues,1,0.2724795640326976,0
genre,E2,A2V,Pop music,Classical music,12,3.2697547683923704,0
genre,E2,A2V,Pop music,Country,39,10.626702997275205,0
genre,E2,A2V,Pop music,Electronic music,80,21.798365122615802,1
genre,E2,A2V,Pop music,Funk,15,4.087193460490464,1
genre,E2,A2V,Pop music,Hip hop music,63,17.166212534059945,1
genre,E2,A2V,Pop music,Jazz,8,2.1798365122615806,0
genre,E2,A2V,Pop music,Reggae,92,25.068119891008173,1
genre,E2,A2V,Pop music,Rock music,57,15.53133514986376,0
genre,E2,A2V,Reggae,Blues,3,0.819672131147541,0
genre,E2,A2V,Reggae,Classical music,5,1.366120218579235,0
genre,E2,A2V,Reggae,Country,21,5.737704918032787,0
genre,E2,A2V,Reggae,Electronic music,36,9.836065573770492,1
genre,E2,A2V,Reggae,Funk,29,7.923497267759563,1
genre,E2,A2V,Reggae,Hip hop music,235,64.20765027322405,1
genre,E2,A2V,Reggae,Jazz,15,4.098360655737705,0
genre,E2,A2V,Reggae,Pop music,14,3.8251366120218577,1
genre,E2,A2V,Reggae,Rock music,8,2.185792349726776,0
genre,E2,A2V,Rock music,Blues,148,40.32697547683924,0
genre,E2,A2V,Rock music,Classical music,12,3.2697547683923704,0
genre,E2,A2V,Rock music,Country,35,9.536784741144414,0
genre,E2,A2V,Rock music,Electronic music,80,21.798365122615802,0
genre,E2,A2V,Rock music,Funk,7,1.9073569482288828,0
genre,E2,A2V,Rock music,Hip hop music,12,3.2697547683923704,0
genre,E2,A2V,Rock music,Jazz,16,4.359673024523161,0
genre,E2,A2V,Rock music,Pop music,30,8.174386920980927,0
genre,E2,A2V,Rock music,Reggae,27,7.356948228882834,0
audio_encoder_pair,E3a,A2V,Blues,Classical music,20,5.449591280653951,0
audio_encoder_pair,E3a,A2V,Blues,Country,101,27.52043596730245,0
audio_encoder_pair,E3a,A2V,Blues,Electronic music,22,5.994550408719346,0
audio_encoder_pair,E3a,A2V,Blues,Funk,28,7.629427792915531,0
audio_encoder_pair,E3a,A2V,Blues,Hip hop music,13,3.542234332425068,0
audio_encoder_pair,E3a,A2V,Blues,Jazz,83,22.615803814713896,0
audio_encoder_pair,E3a,A2V,Blues,Pop music,25,6.8119891008174385,0
audio_encoder_pair,E3a,A2V,Blues,Reggae,16,4.359673024523161,0
audio_encoder_pair,E3a,A2V,Blues,Rock music,59,16.076294277929154,0
audio_encoder_pair,E3a,A2V,Classical music,Blues,7,1.9125683060109289,0
audio_encoder_pair,E3a,A2V,Classical music,Country,111,30.327868852459016,0
audio_encoder_pair,E3a,A2V,Classical music,Electronic music,40,10.92896174863388,0
audio_encoder_pair,E3a,A2V,Classical music,Funk,0,0.0,0
audio_encoder_pair,E3a,A2V,Classical music,Hip hop music,1,0.273224043715847,0
audio_encoder_pair,E3a,A2V,Classical music,Jazz,184,50.27322404371585,0
audio_encoder_pair,E3a,A2V,Classical music,Pop music,10,2.73224043715847,0
audio_encoder_pair,E3a,A2V,Classical music,Reggae,5,1.366120218579235,0
audio_encoder_pair,E3a,A2V,Classical music,Rock music,8,2.185792349726776,0
audio_encoder_pair,E3a,A2V,Country,Blues,162,44.141689373297005,0
audio_encoder_pair,E3a,A2V,Country,Classical music,52,14.168937329700272,0
audio_encoder_pair,E3a,A2V,Country,Electronic music,9,2.4523160762942777,0
audio_encoder_pair,E3a,A2V,Country,Funk,10,2.7247956403269753,0
audio_encoder_pair,E3a,A2V,Country,Hip hop music,5,1.3623978201634876,0
audio_encoder_pair,E3a,A2V,Country,Jazz,43,11.716621253405995,0
audio_encoder_pair,E3a,A2V,Country,Pop music,34,9.264305177111716,0
audio_encoder_pair,E3a,A2V,Country,Reggae,16,4.359673024523161,0
audio_encoder_pair,E3a,A2V,Country,Rock music,36,9.809264305177111,0
audio_encoder_pair,E3a,A2V,Electronic music,Blues,5,1.3623978201634876,0
audio_encoder_pair,E3a,A2V,Electronic music,Classical music,9,2.4523160762942777,0
audio_encoder_pair,E3a,A2V,Electronic music,Country,4,1.0899182561307903,0
audio_encoder_pair,E3a,A2V,Electronic music,Funk,153,41.689373297002724,1
audio_encoder_pair,E3a,A2V,Electronic music,Hip hop music,83,22.615803814713896,1
audio_encoder_pair,E3a,A2V,Electronic music,Jazz,21,5.722070844686648,0
audio_encoder_pair,E3a,A2V,Electronic music,Pop music,33,8.991825613079019,1
audio_encoder_pair,E3a,A2V,Electronic music,Reggae,8,2.1798365122615806,1
audio_encoder_pair,E3a,A2V,Electronic music,Rock music,51,13.896457765667575,0
audio_encoder_pair,E3a,A2V,Funk,Blues,23,6.267029972752043,0
audio_encoder_pair,E3a,A2V,Funk,Classical music,1,0.2724795640326976,0
audio_encoder_pair,E3a,A2V,Funk,Country,22,5.994550408719346,0
audio_encoder_pair,E3a,A2V,Funk,Electronic music,83,22.615803814713896,1
audio_encoder_pair,E3a,A2V,Funk,Hip hop music,43,11.716621253405995,1
audio_encoder_pair,E3a,A2V,Funk,Jazz,35,9.536784741144414,0
audio_encoder_pair,E3a,A2V,Funk,Pop music,51,13.896457765667575,1
audio_encoder_pair,E3a,A2V,Funk,Reggae,81,22.070844686648503,1
audio_encoder_pair,E3a,A2V,Funk,Rock music,28,7.629427792915531,0
audio_encoder_pair,E3a,A2V,Hip hop music,Blues,3,0.8174386920980926,0
audio_encoder_pair,E3a,A2V,Hip hop music,Classical music,1,0.2724795640326976,0
audio_encoder_pair,E3a,A2V,Hip hop music,Country,5,1.3623978201634876,0
audio_encoder_pair,E3a,A2V,Hip hop music,Electronic music,95,25.885558583106267,1
audio_encoder_pair,E3a,A2V,Hip hop music,Funk,55,14.986376021798366,1
audio_encoder_pair,E3a,A2V,Hip hop music,Jazz,14,3.8147138964577656,0
audio_encoder_pair,E3a,A2V,Hip hop music,Pop music,35,9.536784741144414,1
audio_encoder_pair,E3a,A2V,Hip hop music,Reggae,145,39.509536784741144,1
audio_encoder_pair,E3a,A2V,Hip hop music,Rock music,14,3.8147138964577656,0
audio_encoder_pair,E3a,A2V,Jazz,Blues,83,22.615803814713896,0
audio_encoder_pair,E3a,A2V,Jazz,Classical music,80,21.798365122615802,0
audio_encoder_pair,E3a,A2V,Jazz,Country,54,14.713896457765667,0
audio_encoder_pair,E3a,A2V,Jazz,Electronic music,31,8.446866485013624,0
audio_encoder_pair,E3a,A2V,Jazz,Funk,28,7.629427792915531,0
audio_encoder_pair,E3a,A2V,Jazz,Hip hop music,12,3.2697547683923704,0
audio_encoder_pair,E3a,A2V,Jazz,Pop music,28,7.629427792915531,0
audio_encoder_pair,E3a,A2V,Jazz,Reggae,17,4.632152588555858,0
audio_encoder_pair,E3a,A2V,Jazz,Rock music,34,9.264305177111716,0
audio_encoder_pair,E3a,A2V,Pop music,Blues,12,3.2697547683923704,0
audio_encoder_pair,E3a,A2V,Pop music,Classical music,4,1.0899182561307903,0
audio_encoder_pair,E3a,A2V,Pop music,Country,35,9.536784741144414,0
audio_encoder_pair,E3a,A2V,Pop music,Electronic music,61,16.62125340599455,1
audio_encoder_pair,E3a,A2V,Pop music,Funk,72,19.618528610354222,1
audio_encoder_pair,E3a,A2V,Pop music,Hip hop music,49,13.35149863760218,1
audio_encoder_pair,E3a,A2V,Pop music,Jazz,33,8.991825613079019,0
audio_encoder_pair,E3a,A2V,Pop music,Reggae,38,10.354223433242506,1
audio_encoder_pair,E3a,A2V,Pop music,Rock music,63,17.166212534059945,0
audio_encoder_pair,E3a,A2V,Reggae,Blues,7,1.9125683060109289,0
audio_encoder_pair,E3a,A2V,Reggae,Classical music,1,0.273224043715847,0
audio_encoder_pair,E3a,A2V,Reggae,Country,19,5.191256830601093,0
audio_encoder_pair,E3a,A2V,Reggae,Electronic music,38,10.382513661202186,1
audio_encoder_pair,E3a,A2V,Reggae,Funk,118,32.240437158469945,1
audio_encoder_pair,E3a,A2V,Reggae,Hip hop music,124,33.87978142076503,1
audio_encoder_pair,E3a,A2V,Reggae,Jazz,28,7.6502732240437155,0
audio_encoder_pair,E3a,A2V,Reggae,Pop music,24,6.557377049180328,1
audio_encoder_pair,E3a,A2V,Reggae,Rock music,7,1.9125683060109289,0
audio_encoder_pair,E3a,A2V,Rock music,Blues,109,29.70027247956403,0
audio_encoder_pair,E3a,A2V,Rock music,Classical music,5,1.3623978201634876,0
audio_encoder_pair,E3a,A2V,Rock music,Country,27,7.356948228882834,0
audio_encoder_pair,E3a,A2V,Rock music,Electronic music,85,23.160762942779293,0
audio_encoder_pair,E3a,A2V,Rock music,Funk,35,9.536784741144414,0
audio_encoder_pair,E3a,A2V,Rock music,Hip hop music,7,1.9073569482288828,0
audio_encoder_pair,E3a,A2V,Rock music,Jazz,35,9.536784741144414,0
audio_encoder_pair,E3a,A2V,Rock music,Pop music,62,16.893732970027248,0
audio_encoder_pair,E3a,A2V,Rock music,Reggae,2,0.5449591280653951,0
audio_encoder_genre,E3b,A2V,Blues,Classical music,31,8.446866485013624,0
audio_encoder_genre,E3b,A2V,Blues,Country,136,37.05722070844686,0
audio_encoder_genre,E3b,A2V,Blues,Electronic music,19,5.177111716621253,0
audio_encoder_genre,E3b,A2V,Blues,Funk,2,0.5449591280653951,0
audio_encoder_genre,E3b,A2V,Blues,Hip hop music,17,4.632152588555858,0
audio_encoder_genre,E3b,A2V,Blues,Jazz,68,18.52861035422343,0
audio_encoder_genre,E3b,A2V,Blues,Pop music,7,1.9073569482288828,0
audio_encoder_genre,E3b,A2V,Blues,Reggae,39,10.626702997275205,0
audio_encoder_genre,E3b,A2V,Blues,Rock music,48,13.079019073569482,0
audio_encoder_genre,E3b,A2V,Classical music,Blues,0,0.0,0
audio_encoder_genre,E3b,A2V,Classical music,Country,51,13.934426229508198,0
audio_encoder_genre,E3b,A2V,Classical music,Electronic music,11,3.0054644808743167,0
audio_encoder_genre,E3b,A2V,Classical music,Funk,0,0.0,0
audio_encoder_genre,E3b,A2V,Classical music,Hip hop music,1,0.273224043715847,0
audio_encoder_genre,E3b,A2V,Classical music,Jazz,294,80.32786885245902,0
audio_encoder_genre,E3b,A2V,Classical music,Pop music,1,0.273224043715847,0
audio_encoder_genre,E3b,A2V,Classical music,Reggae,3,0.819672131147541,0
audio_encoder_genre,E3b,A2V,Classical music,Rock music,5,1.366120218579235,0
audio_encoder_genre,E3b,A2V,Country,Blues,228,62.12534059945504,0
audio_encoder_genre,E3b,A2V,Country,Classical music,56,15.258855585831062,0
audio_encoder_genre,E3b,A2V,Country,Electronic music,7,1.9073569482288828,0
audio_encoder_genre,E3b,A2V,Country,Funk,0,0.0,0
audio_encoder_genre,E3b,A2V,Country,Hip hop music,4,1.0899182561307903,0
audio_encoder_genre,E3b,A2V,Country,Jazz,19,5.177111716621253,0
audio_encoder_genre,E3b,A2V,Country,Pop music,11,2.997275204359673,0
audio_encoder_genre,E3b,A2V,Country,Reggae,18,4.9046321525885554,0
audio_encoder_genre,E3b,A2V,Country,Rock music,24,6.539509536784741,0
audio_encoder_genre,E3b,A2V,Electronic music,Blues,3,0.8174386920980926,0
audio_encoder_genre,E3b,A2V,Electronic music,Classical music,7,1.9073569482288828,0
audio_encoder_genre,E3b,A2V,Electronic music,Country,17,4.632152588555858,0
audio_encoder_genre,E3b,A2V,Electronic music,Funk,60,16.348773841961854,1
audio_encoder_genre,E3b,A2V,Electronic music,Hip hop music,188,51.22615803814714,1
audio_encoder_genre,E3b,A2V,Electronic music,Jazz,12,3.2697547683923704,0
audio_encoder_genre,E3b,A2V,Electronic music,Pop music,20,5.449591280653951,1
audio_encoder_genre,E3b,A2V,Electronic music,Reggae,24,6.539509536784741,1
audio_encoder_genre,E3b,A2V,Electronic music,Rock music,36,9.809264305177111,0
audio_encoder_genre,E3b,A2V,Funk,Blues,1,0.2724795640326976,0
audio_encoder_genre,E3b,A2V,Funk,Classical music,2,0.5449591280653951,0
audio_encoder_genre,E3b,A2V,Funk,Country,39,10.626702997275205,0
audio_encoder_genre,E3b,A2V,Funk,Electronic music,27,7.356948228882834,1
audio_encoder_genre,E3b,A2V,Funk,Hip hop music,72,19.618528610354222,1
audio_encoder_genre,E3b,A2V,Funk,Jazz,34,9.264305177111716,0
audio_encoder_genre,E3b,A2V,Funk,Pop music,31,8.446866485013624,1
audio_encoder_genre,E3b,A2V,Funk,Reggae,133,36.23978201634878,1
audio_encoder_genre,E3b,A2V,Funk,Rock music,28,7.629427792915531,0
audio_encoder_genre,E3b,A2V,Hip hop music,Blues,0,0.0,0
audio_encoder_genre,E3b,A2V,Hip hop music,Classical music,3,0.8174386920980926,0
audio_encoder_genre,E3b,A2V,Hip hop music,Country,7,1.9073569482288828,0
audio_encoder_genre,E3b,A2V,Hip hop music,Electronic music,85,23.160762942779293,1
audio_encoder_genre,E3b,A2V,Hip hop music,Funk,5,1.3623978201634876,1
audio_encoder_genre,E3b,A2V,Hip hop music,Jazz,0,0.0,0
audio_encoder_genre,E3b,A2V,Hip hop music,Pop music,22,5.994550408719346,1
audio_encoder_genre,E3b,A2V,Hip hop music,Reggae,231,62.94277929155314,1
audio_encoder_genre,E3b,A2V,Hip hop music,Rock music,14,3.8147138964577656,0
audio_encoder_genre,E3b,A2V,Jazz,Blues,90,24.52316076294278,0
audio_encoder_genre,E3b,A2V,Jazz,Classical music,82,22.3433242506812,0
audio_encoder_genre,E3b,A2V,Jazz,Country,77,20.980926430517712,0
audio_encoder_genre,E3b,A2V,Jazz,Electronic music,17,4.632152588555858,0
audio_encoder_genre,E3b,A2V,Jazz,Funk,2,0.5449591280653951,0
audio_encoder_genre,E3b,A2V,Jazz,Hip hop music,19,5.177111716621253,0
audio_encoder_genre,E3b,A2V,Jazz,Pop music,19,5.177111716621253,0
audio_encoder_genre,E3b,A2V,Jazz,Reggae,38,10.354223433242506,0
audio_encoder_genre,E3b,A2V,Jazz,Rock music,23,6.267029972752043,0
audio_encoder_genre,E3b,A2V,Pop music,Blues,3,0.8174386920980926,0
audio_encoder_genre,E3b,A2V,Pop music,Classical music,2,0.5449591280653951,0
audio_encoder_genre,E3b,A2V,Pop music,Country,63,17.166212534059945,0
audio_encoder_genre,E3b,A2V,Pop music,Electronic music,46,12.534059945504087,1
audio_encoder_genre,E3b,A2V,Pop music,Funk,44,11.989100817438691,1
audio_encoder_genre,E3b,A2V,Pop music,Hip hop music,67,18.256130790190735,1
audio_encoder_genre,E3b,A2V,Pop music,Jazz,15,4.087193460490464,0
audio_encoder_genre,E3b,A2V,Pop music,Reggae,72,19.618528610354222,1
audio_encoder_genre,E3b,A2V,Pop music,Rock music,55,14.986376021798366,0
audio_encoder_genre,E3b,A2V,Reggae,Blues,1,0.273224043715847,0
audio_encoder_genre,E3b,A2V,Reggae,Classical music,1,0.273224043715847,0
audio_encoder_genre,E3b,A2V,Reggae,Country,34,9.289617486338798,0
audio_encoder_genre,E3b,A2V,Reggae,Electronic music,15,4.098360655737705,1
audio_encoder_genre,E3b,A2V,Reggae,Funk,51,13.934426229508198,1
audio_encoder_genre,E3b,A2V,Reggae,Hip hop music,229,62.568306010928964,1
audio_encoder_genre,E3b,A2V,Reggae,Jazz,15,4.098360655737705,0
audio_encoder_genre,E3b,A2V,Reggae,Pop music,15,4.098360655737705,1
audio_encoder_genre,E3b,A2V,Reggae,Rock music,5,1.366120218579235,0
audio_encoder_genre,E3b,A2V,Rock music,Blues,181,49.31880108991825,0
audio_encoder_genre,E3b,A2V,Rock music,Classical music,3,0.8174386920980926,0
audio_encoder_genre,E3b,A2V,Rock music,Country,54,14.713896457765667,0
audio_encoder_genre,E3b,A2V,Rock music,Electronic music,28,7.629427792915531,0
audio_encoder_genre,E3b,A2V,Rock music,Funk,9,2.4523160762942777,0
audio_encoder_genre,E3b,A2V,Rock music,Hip hop music,9,2.4523160762942777,0
audio_encoder_genre,E3b,A2V,Rock music,Jazz,14,3.8147138964577656,0
audio_encoder_genre,E3b,A2V,Rock music,Pop music,40,10.899182561307901,0
audio_encoder_genre,E3b,A2V,Rock music,Reggae,29,7.901907356948229,0
