epoch,train_loss,val_loss,best_val,is_best,epochs_without_improvement
1,3.860878313202104,3.7893650661768024,3.7893650661768024,1,0
2,3.7453437079694543,3.7698021345856145,3.7698021345856145,1,0
3,3.695756763752702,3.744103513601172,3.744103513601172,1,0
4,3.654050850960171,3.757128473196581,3.744103513601172,0,1
5,3.6068905639470117,3.735089378762531,3.735089378762531,1,0
6,3.570768333977595,3.7816044912473457,3.735089378762531,0,1
7,3.5218002861092494,3.7966027683624133,3.735089378762531,0,2
8,3.47129670083279,3.829064932358304,3.735089378762531,0,3
